"","CTXS","QCOM","AAPL","IDXX","ALGN","AMGN","CPRT","FAST","CTAS","ORLY","EBAY","BKNG","NFLX","EA","GOOGL","PEP","MNST","COST","XEL","EXC"
"792",0.014,0.044,0.004,0,0,0.012,0,0,0.004,0.03,0.014,0.006,0.234,0.202,0.014,0,0.236,0.022,0.118,0.046
"793",0.13,0.008,0.276,0,0.056,0.002,0.144,0.118,0.016,0.036,0.028,0.058,0.042,0.03,0,0.006,0.002,0,0.038,0.01
"794",0,0,0,0.004,0.002,0,0,0,0,0,0.306,0.228,0.408,0,0.036,0.006,0,0,0.01,0
"795",0.216,0,0,0.002,0,0,0,0,0.03,0,0.026,0.01,0.004,0.01,0.432,0.252,0,0,0.018,0
"796",0.02,0,0,0.144,0,0.358,0,0.044,0.002,0,0.116,0.176,0,0,0,0.026,0,0,0.002,0.112
"797",0,0.1,0.078,0.042,0.002,0,0.444,0,0,0.006,0,0.016,0.072,0.182,0,0.042,0,0.004,0.004,0.008
"798",0.044,0.054,0.012,0.276,0.024,0.016,0,0.002,0,0.01,0,0.008,0.006,0.004,0,0,0.432,0.082,0.008,0.022
"799",0.008,0.026,0,0,0.012,0,0,0,0.648,0.134,0,0,0,0.004,0,0.012,0.002,0,0.022,0.132
"800",0,0,0,0.476,0.114,0.354,0,0,0,0,0,0.004,0,0,0,0,0.052,0,0,0
"801",0,0,0.074,0,0,0,0,0.05,0.022,0,0,0.002,0.704,0.11,0,0,0,0,0.038,0
"802",0.07,0.004,0.202,0.006,0.198,0.016,0.146,0.008,0.004,0.006,0.07,0.004,0,0,0.02,0,0.034,0.176,0,0.036
"803",0.272,0.066,0.052,0,0.028,0,0.004,0,0.046,0.118,0.052,0.008,0.004,0.002,0.01,0,0.23,0.044,0.004,0.06
"804",0,0,0.008,0,0.106,0.002,0,0,0.032,0.006,0,0.026,0.02,0.108,0,0.55,0.004,0,0,0.138
"805",0,0,0.002,0,0.29,0.136,0,0.008,0,0.002,0.004,0.044,0.008,0,0,0,0.456,0,0.002,0.048
"806",0,0.056,0.026,0.01,0.074,0.056,0.01,0,0.058,0.372,0.014,0.204,0.03,0,0.004,0.022,0.01,0,0.044,0.01
"807",0.016,0.064,0.006,0.004,0.08,0.014,0.174,0.258,0.032,0.004,0.002,0.006,0.042,0.004,0.006,0.228,0.026,0.002,0.028,0.004
"808",0,0.018,0,0,0.072,0,0,0.186,0,0,0.196,0.002,0,0,0.292,0.034,0,0,0.2,0
"809",0,0.084,0.002,0.036,0.002,0,0.67,0,0,0,0,0,0,0,0,0,0.202,0,0.004,0
"810",0.008,0,0.002,0.15,0.01,0.002,0.006,0,0,0,0,0.018,0.234,0.194,0.002,0.002,0.048,0,0.324,0
"811",0,0.194,0,0.048,0.004,0.022,0.178,0.288,0,0.102,0.016,0.014,0,0,0.044,0,0.082,0.006,0,0.002
"812",0.19,0.014,0,0.044,0.032,0,0.088,0,0.026,0.012,0.028,0.034,0,0.002,0,0.058,0.17,0,0.244,0.058
"813",0,0.102,0.076,0,0.31,0,0.326,0,0,0.026,0,0,0,0.018,0.118,0,0.01,0,0,0.014
"814",0.004,0.01,0.056,0.008,0.022,0.004,0.066,0,0.004,0.016,0.106,0.014,0.342,0.002,0.002,0.008,0,0.324,0,0.012
"815",0.124,0,0.11,0.132,0.026,0.12,0.008,0.128,0.014,0,0.032,0.012,0,0.02,0.122,0,0,0.03,0.106,0.016
"816",0.006,0,0,0.016,0.016,0.394,0.032,0.004,0,0,0.006,0,0,0.024,0.204,0.006,0,0.032,0.008,0.252
"817",0.038,0.314,0.16,0.02,0.02,0.046,0.004,0.046,0.038,0.114,0.004,0.002,0.024,0.04,0.064,0,0.044,0.01,0.012,0
"818",0,0,0.108,0,0.066,0.178,0.004,0.13,0.038,0.004,0.236,0.036,0.118,0.006,0.002,0.002,0.058,0,0.014,0
"819",0,0.006,0.008,0,0.024,0.002,0.13,0.042,0.004,0,0,0.02,0.008,0.004,0.03,0.302,0.098,0.072,0.25,0
"820",0.024,0.308,0,0.008,0.02,0.244,0.002,0.018,0.092,0.022,0.012,0,0.012,0.112,0.036,0.008,0,0.022,0.042,0.018
"821",0.018,0.002,0.096,0.53,0.02,0,0.026,0.004,0.02,0.056,0.006,0.044,0.05,0,0,0,0,0.014,0.114,0
"822",0.082,0.006,0,0,0,0.004,0.232,0.006,0.02,0.006,0.004,0,0.004,0,0.086,0.002,0,0.032,0.516,0
"823",0,0.028,0,0,0,0,0,0.128,0.016,0.01,0,0,0,0.714,0.046,0.01,0.04,0,0,0.008
"824",0.004,0,0.002,0.012,0.002,0.064,0.01,0.012,0,0,0,0.004,0,0.002,0.862,0.026,0,0,0,0
"825",0.608,0.082,0.004,0.124,0,0,0,0.01,0,0.058,0,0,0,0,0,0.102,0,0,0.012,0
"826",0.072,0.036,0.002,0.156,0.012,0.014,0.01,0.022,0.018,0.046,0.116,0.044,0.102,0.012,0.09,0.026,0.054,0.006,0.044,0.118
"827",0.006,0.052,0.004,0.122,0.07,0.002,0.064,0.218,0.04,0.026,0.01,0,0,0.04,0.166,0.114,0.044,0,0,0.022
"828",0.066,0.08,0.014,0.014,0.246,0.16,0.006,0,0.012,0.016,0.222,0,0.006,0.016,0.004,0,0,0,0.138,0
"829",0.266,0.03,0,0.038,0.002,0.054,0.03,0.008,0.028,0.026,0.058,0.002,0.092,0.15,0.026,0.016,0.034,0.09,0.026,0.024
"830",0.14,0.13,0,0.022,0.06,0.056,0.042,0.01,0.1,0.028,0,0.194,0,0.022,0.032,0.006,0.006,0.086,0.012,0.054
"831",0.086,0.536,0,0.014,0.002,0.01,0,0,0.01,0.002,0.01,0.008,0.004,0.032,0.008,0,0.234,0.036,0,0.008
"832",0.012,0.016,0,0,0.02,0.014,0.002,0.004,0.024,0,0.008,0,0.542,0.09,0.014,0.062,0,0.062,0.026,0.104
"833",0.008,0.044,0.038,0,0.022,0.444,0.032,0.002,0,0.072,0.004,0.006,0.234,0,0.016,0,0.056,0.006,0,0.016
"834",0,0,0.002,0.044,0,0.012,0,0.206,0,0.002,0,0,0,0.042,0,0,0.26,0.432,0,0
"835",0.026,0.104,0,0.064,0.098,0.068,0.28,0.016,0,0.054,0.002,0,0.188,0.002,0.064,0.012,0.012,0,0.01,0
"836",0.218,0.012,0.184,0.004,0.14,0.012,0,0.286,0.014,0,0,0.002,0,0.074,0,0.02,0.002,0.032,0,0
"837",0.01,0.044,0.112,0,0.062,0,0.188,0.004,0.068,0,0.01,0.084,0,0.102,0,0.024,0.002,0.002,0.12,0.168
"838",0.086,0.018,0.044,0.044,0.008,0,0.042,0,0.054,0.022,0.142,0,0.014,0.11,0.328,0.022,0.006,0,0.006,0.054
"839",0.032,0,0,0,0.072,0.006,0.038,0,0.008,0,0.002,0.604,0.028,0.008,0,0,0.128,0.03,0,0.044
"840",0.14,0.084,0,0.006,0.016,0.03,0.076,0.052,0,0,0,0,0,0.018,0.17,0,0.27,0,0.136,0.002
"841",0,0.02,0,0,0.328,0,0.004,0.016,0.234,0.164,0.01,0,0,0.006,0,0,0.208,0,0.004,0.006
"842",0.394,0.002,0,0.07,0,0,0.056,0.094,0.002,0.064,0.002,0.004,0.01,0.068,0.028,0.006,0,0.01,0.09,0.1
"843",0,0.066,0.014,0,0,0,0,0.004,0.15,0,0.73,0,0,0,0,0.016,0,0.02,0,0
"844",0.098,0.686,0.006,0,0,0.004,0,0.018,0,0,0.124,0,0,0,0,0.052,0,0,0.002,0.01
"845",0.022,0.002,0.004,0.038,0.162,0.01,0.002,0,0.018,0.048,0.038,0.064,0.174,0.228,0.02,0,0.054,0,0,0.116
"846",0.006,0.002,0.01,0.028,0.036,0,0.32,0,0.086,0,0.002,0.004,0.14,0.01,0.002,0.064,0.016,0.18,0.03,0.064
"847",0,0,0.008,0.104,0.008,0.018,0.016,0.026,0.1,0.03,0.172,0.156,0.244,0.058,0.046,0,0,0.012,0.002,0
"848",0.006,0.032,0.06,0,0.002,0.044,0,0.014,0.124,0.026,0.456,0.002,0.01,0.07,0,0.054,0,0.026,0.006,0.068
"849",0,0,0.002,0,0,0.026,0.002,0,0.002,0,0,0,0,0.026,0,0.028,0.002,0.1,0.79,0.022
"850",0.002,0.026,0.232,0.016,0,0.026,0.054,0.196,0.356,0.002,0.008,0.004,0.004,0,0.03,0.002,0.032,0,0.01,0
"851",0.056,0.03,0.038,0.026,0.162,0.108,0.11,0.006,0.032,0.106,0.022,0.124,0.048,0.032,0,0.022,0,0,0.06,0.018
"852",0,0,0.002,0,0,0,0.056,0.2,0,0,0.054,0.004,0,0,0.006,0.002,0.008,0.002,0.008,0.658
"853",0.008,0,0,0.194,0.11,0.128,0.266,0.016,0.052,0.064,0,0.118,0,0,0.016,0.024,0,0.002,0.002,0
"854",0.024,0.08,0,0.266,0,0,0.034,0,0.048,0.012,0.07,0.206,0.13,0.006,0,0,0.118,0.002,0,0.004
"855",0,0.022,0,0.046,0,0.012,0,0.01,0,0.036,0.03,0,0,0.008,0.128,0.002,0.038,0.6,0.068,0
"856",0.456,0.126,0,0.018,0,0.016,0.016,0.088,0.028,0.004,0.08,0.034,0.026,0,0.014,0.008,0.086,0,0,0
"857",0,0,0.016,0,0,0,0,0.088,0.09,0.8,0,0,0,0,0,0,0,0,0.006,0
"858",0,0.122,0,0,0,0,0,0.368,0.034,0,0,0,0.308,0.016,0,0.002,0.006,0,0.144,0
"859",0,0,0,0,0.266,0.032,0,0,0,0.01,0.002,0,0.124,0.16,0.23,0,0,0,0.074,0.102
"860",0.008,0,0,0.042,0,0.002,0.026,0.068,0.13,0.36,0,0,0.024,0.052,0.038,0.184,0.048,0,0.002,0.016
"861",0,0.008,0,0,0,0.044,0,0.08,0.018,0,0,0.46,0,0,0,0,0.388,0,0,0.002
"862",0.014,0.2,0,0,0,0.082,0.604,0,0,0,0,0.02,0,0.002,0,0.002,0.068,0.006,0,0.002
"863",0.002,0.15,0,0.218,0.012,0.086,0.01,0.004,0.148,0,0.05,0.008,0,0.092,0.014,0.082,0,0,0.09,0.034
"864",0.038,0,0.018,0.148,0.368,0.034,0.106,0,0.038,0,0.006,0.044,0.01,0,0,0.01,0,0.002,0,0.178
"865",0.222,0,0.01,0.01,0,0.008,0,0.006,0,0.002,0,0.002,0.616,0.004,0,0.114,0.004,0,0.002,0
"866",0.038,0,0.152,0.004,0.014,0,0.064,0.05,0.08,0.002,0,0,0.06,0.012,0.004,0.048,0.198,0.024,0.25,0
"867",0.046,0.456,0,0.164,0,0,0.248,0,0.016,0.044,0,0,0,0.008,0,0.004,0,0.014,0,0
"868",0.002,0,0.096,0.162,0.04,0.008,0.016,0,0.054,0,0.006,0.004,0.176,0.03,0,0.056,0.242,0.098,0.01,0
"869",0.05,0.014,0.148,0,0.004,0.134,0.018,0.016,0.274,0.104,0.02,0.004,0.012,0,0.016,0.002,0.106,0.006,0.048,0.024
"870",0.006,0.022,0.042,0.006,0.058,0.078,0.158,0.128,0.006,0.032,0.084,0.02,0,0.028,0.024,0.028,0.014,0.03,0.002,0.234
"871",0.042,0,0.006,0,0,0.642,0.052,0.004,0.002,0.012,0.02,0,0,0.032,0,0.004,0,0,0.138,0.046
"872",0,0,0.408,0,0,0,0,0,0,0,0.044,0,0,0,0,0.25,0.298,0,0,0
"873",0.59,0,0,0,0,0,0.368,0,0,0,0,0.002,0,0,0.012,0.004,0.024,0,0,0
"874",0.052,0,0.198,0.006,0.016,0,0.114,0.036,0.06,0,0.016,0,0.018,0.14,0.044,0.174,0.006,0.032,0.038,0.05
"875",0,0,0.028,0,0.004,0,0.026,0,0,0.008,0.002,0,0,0.004,0,0.694,0.054,0.164,0,0.016
"876",0,0,0.054,0.078,0.016,0.006,0.008,0,0.006,0.102,0,0.218,0,0.008,0.054,0,0.074,0.006,0.338,0.032
"877",0.022,0.064,0.002,0.356,0.04,0.008,0.034,0.292,0.008,0.002,0.046,0.038,0.002,0.018,0,0,0.064,0,0.004,0
"878",0.028,0.03,0,0.03,0.022,0.014,0.24,0.01,0,0.064,0,0,0.002,0.362,0,0,0.002,0,0.102,0.094
"879",0,0.082,0.266,0.108,0.004,0.344,0.024,0.002,0,0,0.024,0.018,0.008,0,0.012,0.016,0,0.078,0,0.014
"880",0,0,0,0,0,0.004,0.568,0,0,0,0.052,0.364,0.012,0,0,0,0,0,0,0
"881",0.264,0,0.022,0.116,0,0.048,0.072,0.01,0,0,0,0.09,0.002,0.006,0.004,0.31,0.034,0.002,0,0.02
"882",0,0,0,0,0,0.008,0.526,0.004,0,0.024,0,0,0.038,0.308,0.012,0.08,0,0,0,0
"883",0.014,0.012,0,0.022,0.036,0.038,0,0.01,0.016,0.008,0.12,0.022,0.02,0.032,0.044,0.14,0.002,0.226,0.228,0.01
"884",0.032,0.188,0,0.006,0,0,0.434,0,0,0,0,0,0.018,0.244,0,0.01,0,0.044,0.012,0.012
"885",0.028,0.014,0.02,0.528,0,0.002,0.002,0,0.008,0,0.28,0.002,0,0.002,0.03,0,0.002,0.026,0.042,0.014
"886",0.004,0.018,0.01,0.166,0,0.04,0,0.01,0,0.034,0,0.222,0.016,0.008,0.324,0.022,0,0.062,0.064,0
"887",0.196,0,0.006,0.624,0,0,0.026,0.006,0,0,0,0.006,0.002,0.004,0.082,0,0,0.044,0,0.004
"888",0.02,0.214,0.016,0.008,0.002,0.002,0,0.038,0,0,0,0.01,0.002,0.028,0,0.004,0.02,0,0.628,0.008
"889",0,0,0,0,0,0.004,0,0,0.02,0.072,0,0.014,0.214,0,0.586,0.002,0.004,0,0.08,0.004
"890",0.026,0.184,0,0.014,0,0.128,0.004,0.016,0,0.106,0.028,0,0.04,0.146,0.014,0.052,0,0.098,0.01,0.134
"891",0,0,0.042,0,0.036,0.146,0.62,0.006,0.002,0.076,0.004,0,0,0.002,0.004,0.018,0.002,0,0.002,0.04
"892",0.016,0,0,0.012,0,0.008,0,0,0,0.066,0.406,0.026,0,0,0.028,0.004,0.156,0,0.016,0.262
"893",0,0,0.248,0.002,0,0,0.038,0.12,0.024,0.03,0.014,0.008,0,0,0,0,0.422,0.058,0,0.036
"894",0,0.006,0.004,0.02,0,0.754,0.064,0.048,0.044,0.018,0.01,0,0,0,0.002,0,0.02,0,0.01,0
"895",0.036,0.008,0.002,0.012,0.034,0,0,0,0.01,0,0.016,0.05,0.016,0.052,0.016,0.024,0.226,0,0.498,0
"896",0.054,0.126,0.014,0.012,0,0.048,0.046,0.152,0.078,0.066,0.146,0.07,0.004,0.032,0.028,0.042,0.028,0.004,0.042,0.008
"897",0.008,0,0,0,0.042,0,0,0,0,0,0.488,0,0.234,0.228,0,0,0,0,0,0
"898",0,0,0,0,0,0,0,0.002,0.066,0.56,0,0.002,0,0,0.068,0.04,0.022,0,0.164,0.076
"899",0.008,0.072,0,0.008,0.04,0.006,0,0,0.044,0.024,0.13,0,0.098,0.004,0,0.262,0.096,0.002,0.166,0.04
"900",0,0,0,0,0,0.032,0,0,0.832,0,0,0,0,0.076,0,0,0,0,0.06,0
"901",0.05,0.016,0.046,0.006,0.002,0.056,0.234,0.27,0.052,0.002,0.01,0.09,0,0,0.028,0.002,0.02,0,0.006,0.11
"902",0.056,0.062,0.024,0.068,0.042,0,0.02,0.006,0.022,0.054,0.044,0.008,0.04,0.078,0.108,0.106,0.002,0.174,0.052,0.034
"903",0.058,0.002,0.052,0.008,0.098,0,0,0.184,0.022,0.002,0.066,0.006,0.034,0.018,0.042,0.256,0.024,0.066,0.008,0.054
"904",0.046,0.008,0.002,0.068,0,0,0.048,0.002,0,0.076,0,0.006,0,0.394,0,0.026,0,0,0.058,0.266
"905",0.004,0.052,0.028,0.026,0,0.004,0.078,0,0.008,0.066,0.026,0.072,0.176,0.012,0.06,0,0.256,0,0.002,0.13
"906",0,0,0,0,0.012,0.06,0,0,0.03,0,0,0,0.292,0.166,0.034,0,0,0.002,0,0.404
"907",0.044,0.016,0.08,0.018,0.056,0.45,0.056,0.004,0,0.004,0,0,0,0.004,0.14,0,0.072,0.006,0.05,0
"908",0.03,0.116,0.026,0.12,0,0,0.088,0.018,0.01,0.036,0.06,0.002,0.248,0.092,0.064,0,0.044,0.016,0,0.03
"909",0,0.004,0.01,0,0.356,0.01,0.008,0,0.018,0.046,0,0,0.026,0,0.002,0.034,0.03,0.01,0.444,0.002
"910",0,0.002,0,0,0,0.014,0,0,0.004,0.012,0,0,0.026,0.04,0.678,0.062,0.048,0.002,0.112,0
"911",0,0.012,0.018,0,0.014,0,0,0.01,0.002,0.318,0,0.002,0,0.026,0,0.038,0.024,0,0,0.536
"912",0.004,0.014,0.068,0.07,0.064,0,0.028,0.05,0.042,0.022,0.012,0.03,0.05,0.088,0.028,0.006,0.002,0.382,0,0.04
"913",0,0,0,0.116,0,0,0,0,0.038,0,0,0.05,0.778,0,0,0,0,0.018,0,0
"914",0,0.02,0.018,0,0.062,0,0.354,0,0,0.122,0.016,0,0,0,0.112,0.29,0.002,0,0.004,0
"915",0.178,0.25,0.054,0.066,0.008,0.038,0.11,0.01,0.002,0.024,0.052,0.054,0.02,0.058,0.046,0.002,0.004,0,0.014,0.01
"916",0.076,0.094,0.036,0.09,0.122,0.006,0.064,0.018,0.06,0.008,0.2,0,0.064,0.008,0.012,0.028,0.084,0,0,0.03
"917",0,0,0,0.06,0.008,0.024,0.268,0.002,0,0.006,0.002,0.004,0.016,0.032,0.002,0.034,0.52,0.014,0,0.008
"918",0,0,0,0.002,0,0.18,0,0,0.2,0,0.128,0,0,0.002,0.27,0.216,0,0.002,0,0
"919",0.008,0.044,0.042,0,0.012,0.082,0,0.002,0,0.24,0.006,0.038,0.002,0.386,0.016,0.108,0.006,0.004,0,0.004
"920",0.006,0,0,0.142,0.004,0,0.06,0.014,0,0,0,0,0,0,0.08,0.2,0.024,0.166,0.304,0
"921",0.052,0.236,0,0.008,0,0,0,0,0.036,0.004,0,0,0.002,0.17,0.084,0,0,0,0.408,0
"922",0,0,0.062,0,0,0.002,0.138,0.124,0.14,0,0.02,0,0,0.022,0.012,0.308,0.002,0.036,0.13,0.004
"923",0.134,0.05,0.138,0.01,0.06,0,0.238,0,0,0,0.016,0,0,0,0.012,0.014,0.096,0.22,0.01,0.002
"924",0.006,0.124,0.014,0,0,0,0.204,0,0.002,0.002,0,0,0.148,0,0,0,0,0.434,0.066,0
"925",0.18,0.018,0.088,0,0.016,0.056,0.076,0.036,0.008,0.016,0.008,0.016,0,0.008,0,0.132,0.058,0.044,0.234,0.006
"926",0.002,0,0.046,0.424,0.092,0.008,0.012,0,0.006,0.032,0.114,0.116,0,0.056,0.058,0.012,0.004,0.006,0,0.012
"927",0.046,0.226,0.018,0.06,0.026,0.06,0.062,0.022,0.086,0.104,0.036,0,0.052,0.046,0.068,0.014,0.01,0.008,0.054,0.002
"928",0.152,0.01,0,0.016,0,0.014,0.064,0.072,0.036,0,0.01,0.022,0.018,0.044,0.124,0.166,0,0.01,0.058,0.184
"929",0.02,0.016,0.008,0,0,0,0.124,0.02,0,0.04,0.002,0,0,0.366,0.02,0.274,0.004,0.03,0.07,0.006
"930",0.132,0,0.018,0.258,0.318,0.004,0.048,0.012,0.05,0.022,0.078,0,0.008,0.024,0.006,0,0.002,0,0.008,0.012
"931",0.022,0.018,0.03,0.012,0.112,0.086,0.044,0.014,0.016,0,0.01,0.158,0.08,0.034,0.012,0.17,0,0.028,0.124,0.03
"932",0,0.008,0,0,0.134,0.76,0.02,0.012,0.018,0.044,0.004,0,0,0,0,0,0,0,0,0
"933",0,0.002,0,0.13,0.072,0.048,0.004,0.004,0.552,0,0,0,0,0.028,0,0,0,0.074,0.086,0
"934",0.058,0.304,0.008,0.098,0,0.008,0,0.01,0,0,0,0.104,0.224,0.01,0.032,0.034,0.002,0.084,0.024,0
"935",0,0,0,0,0.022,0.666,0.016,0,0,0,0.246,0,0.042,0,0,0,0,0.008,0,0
"936",0.49,0.076,0,0,0.008,0.002,0.03,0.064,0,0.028,0.006,0.154,0.006,0.028,0.016,0.006,0.038,0,0.048,0
"937",0.004,0.002,0.024,0.02,0.004,0.06,0.024,0.008,0.034,0.014,0.026,0.24,0.024,0.02,0.158,0.196,0.028,0.012,0.068,0.034
"938",0.002,0.006,0,0.218,0.11,0.104,0.244,0.062,0.038,0,0.008,0.022,0.038,0.006,0.006,0,0.024,0.06,0.052,0
"939",0.112,0.002,0.05,0.056,0.016,0.02,0.008,0.066,0.168,0,0,0.098,0.058,0.02,0.016,0.01,0.18,0.068,0.052,0
"940",0.066,0.054,0.218,0.044,0.026,0.04,0,0.042,0.006,0.04,0.064,0.022,0.152,0.064,0.008,0.094,0.002,0.016,0.012,0.03
"941",0.004,0.01,0.044,0.238,0.012,0.13,0.002,0.028,0.046,0,0,0.208,0.054,0,0.168,0.026,0.02,0.004,0.002,0.004
"942",0.034,0.004,0.152,0.01,0,0.012,0,0.582,0,0,0,0,0,0,0,0,0,0,0.206,0
"943",0.002,0,0.046,0.108,0.004,0.006,0.038,0.006,0.014,0.032,0.292,0.072,0.066,0.134,0.008,0.024,0.006,0.002,0.098,0.042
"944",0,0.074,0,0,0,0,0,0.768,0,0,0.014,0,0.004,0.1,0,0.004,0.036,0,0,0
"945",0.054,0.112,0,0.092,0.084,0.038,0,0,0,0,0.018,0.004,0,0.08,0,0.054,0.048,0.104,0.062,0.25
"946",0.15,0.058,0.308,0.024,0.02,0.006,0.042,0,0.036,0.032,0.004,0.002,0.024,0.078,0.004,0,0.026,0.02,0.126,0.04
"947",0.058,0.098,0.112,0.046,0.01,0.002,0.078,0,0.09,0,0.072,0.032,0.064,0.01,0.124,0.092,0,0,0.044,0.068
"948",0.004,0.064,0.038,0.008,0.094,0.006,0.146,0.008,0,0.024,0,0.032,0.29,0,0.002,0.014,0.008,0.22,0.038,0.004
"949",0,0.066,0.144,0.04,0,0,0.36,0.258,0,0,0.128,0,0,0,0,0,0,0,0,0.004
"950",0,0.112,0.016,0.048,0,0.008,0.064,0.14,0,0.012,0.004,0.004,0.014,0.026,0.134,0.27,0.022,0.058,0.068,0
"951",0.128,0,0.11,0,0.036,0.022,0.066,0,0.044,0.06,0,0.004,0,0.14,0,0.004,0.002,0.036,0.34,0.008
"952",0,0.014,0.05,0.136,0,0.026,0,0,0,0.038,0,0,0,0,0.048,0,0,0.59,0,0.098
"953",0.024,0,0,0.008,0.004,0,0.012,0.462,0,0.014,0.036,0.014,0,0,0.002,0,0,0,0.008,0.416
"954",0.05,0.008,0.042,0.026,0.074,0,0.042,0.048,0.07,0.052,0.336,0.07,0.002,0,0.056,0.052,0.002,0.03,0.026,0.014
"955",0.102,0.692,0,0,0.016,0.05,0,0.114,0.022,0.002,0,0,0,0,0,0,0,0,0,0.002
"956",0,0.03,0,0,0.334,0,0,0,0,0.126,0,0.034,0,0.022,0.002,0.438,0,0.014,0,0
"957",0.006,0.004,0.81,0,0,0,0.01,0,0,0.03,0,0,0.116,0,0,0,0.01,0,0,0.014
"958",0.002,0.01,0.004,0.02,0.008,0.034,0.002,0.016,0.012,0,0.004,0.2,0,0,0,0,0.016,0,0.672,0
"959",0.154,0.1,0,0.024,0.014,0.012,0.038,0.102,0.012,0,0.148,0,0.01,0.056,0.216,0.078,0.016,0.006,0.006,0.008
"960",0.04,0.126,0,0.006,0.024,0.034,0,0.018,0.018,0.022,0.002,0.01,0.004,0.28,0.134,0.006,0.086,0.138,0.026,0.026
"961",0,0.106,0.038,0.424,0.01,0,0.112,0.016,0.002,0.004,0,0.028,0.022,0.03,0,0.148,0,0.052,0,0.008
"962",0.022,0.006,0.012,0,0.556,0,0,0.042,0.022,0.018,0.022,0,0,0.006,0,0.002,0.032,0.172,0.002,0.086
"963",0.024,0.1,0.088,0.028,0,0.02,0,0,0,0.048,0.07,0.014,0.082,0.112,0.012,0.16,0.002,0.11,0.12,0.01
"964",0.128,0.028,0.002,0.434,0.018,0.016,0.002,0.01,0.014,0.01,0,0.036,0.03,0,0,0.1,0.002,0.136,0.022,0.012
"965",0.262,0,0.116,0.046,0.04,0.004,0.042,0,0.022,0.156,0,0.012,0.086,0.016,0,0.04,0.046,0.03,0.044,0.038
"966",0.04,0.024,0.002,0.19,0,0.062,0.014,0.102,0,0,0.102,0.032,0.012,0,0.086,0.078,0.002,0,0.254,0
"967",0.002,0.156,0.048,0.214,0,0,0.004,0.036,0.08,0,0.096,0.028,0.008,0,0,0,0.15,0,0,0.178
"968",0.022,0.092,0,0.062,0.03,0,0,0.05,0,0.022,0,0,0.696,0,0,0.026,0,0,0,0
"969",0.004,0.008,0.018,0,0.084,0,0.482,0.008,0,0.002,0,0,0.004,0.012,0.1,0.154,0.006,0.046,0.072,0
"970",0.072,0,0.03,0.006,0,0.184,0,0,0.076,0.004,0.28,0.018,0,0.156,0.046,0,0.122,0,0.006,0
"971",0,0,0,0.012,0,0,0,0,0.364,0,0,0.006,0.612,0,0,0,0.004,0,0,0.002
"972",0.044,0.006,0.028,0.21,0.038,0.064,0.02,0,0.002,0.008,0.098,0.004,0.002,0.328,0.03,0,0.05,0.022,0.046,0
"973",0.004,0.002,0.02,0.006,0.034,0.08,0.012,0.092,0.038,0.058,0.034,0.04,0.28,0.152,0.052,0.006,0.018,0.028,0.044,0
"974",0,0,0,0.002,0,0,0,0.004,0,0.002,0,0.002,0.008,0.002,0.018,0.774,0.17,0.002,0.014,0.002
"975",0.006,0.016,0.032,0.032,0.01,0.002,0,0.09,0,0,0.114,0,0.006,0.052,0.036,0,0.15,0.076,0.016,0.362
"976",0,0.002,0.018,0.044,0.082,0.006,0,0.008,0.1,0.324,0.072,0.036,0,0.164,0.044,0.012,0.016,0.02,0.038,0.014
"977",0,0,0,0.212,0.118,0.004,0.002,0.002,0,0.288,0,0.234,0,0,0,0.024,0.114,0.002,0,0
"978",0.012,0.172,0.01,0,0,0,0.02,0.004,0,0,0.004,0,0,0.066,0,0.024,0.058,0.624,0,0.006
"979",0,0,0,0.732,0,0,0.01,0,0,0.092,0.118,0.022,0,0.008,0,0.018,0,0,0,0
"980",0.338,0.002,0.026,0.004,0,0,0,0.004,0.124,0.344,0.002,0,0.004,0.008,0,0.008,0,0.004,0.132,0
"981",0,0.208,0,0.01,0.04,0.028,0.066,0,0,0.032,0,0.054,0,0,0.002,0.418,0.128,0.012,0.002,0
"982",0,0,0.006,0.11,0.006,0.242,0.036,0.004,0.068,0.078,0,0.022,0.062,0.084,0.068,0.002,0.026,0.054,0.118,0.014
"983",0.002,0.002,0,0,0,0,0,0.398,0,0.018,0,0.002,0,0,0,0.144,0.012,0.422,0,0
"984",0.006,0.002,0.008,0.104,0.016,0.038,0,0.022,0.312,0.03,0.264,0.144,0,0.004,0,0.012,0,0.024,0.006,0.008
"985",0.008,0.012,0.002,0.016,0.082,0.05,0.022,0.236,0.016,0,0,0,0.002,0.004,0,0.002,0.06,0.082,0,0.406
"986",0,0.034,0,0,0,0,0.002,0,0.306,0,0,0.542,0,0.108,0.008,0,0,0,0,0
"987",0.034,0,0.006,0,0.044,0.236,0.008,0.002,0,0.048,0.036,0.078,0.014,0.02,0.006,0.05,0.07,0.078,0.004,0.266
"988",0.004,0.044,0.076,0.436,0.032,0.136,0,0.002,0.016,0,0.002,0.006,0.002,0.022,0,0.002,0.146,0.062,0,0.012
"989",0.078,0,0,0,0.026,0.008,0,0.002,0.012,0.04,0.032,0.01,0.528,0.004,0.016,0,0.14,0.04,0,0.064
"990",0.004,0.018,0.158,0.032,0.004,0.012,0.002,0,0,0,0,0.358,0.006,0.012,0.038,0.004,0,0,0.352,0
"991",0.004,0,0,0.222,0.022,0,0.488,0,0,0,0,0,0.162,0.062,0.026,0,0.01,0,0.004,0
"992",0.136,0.04,0.188,0.062,0,0.004,0.03,0.092,0.048,0.002,0,0.026,0.094,0.004,0.008,0.014,0.02,0.002,0.212,0.018
